# Stage 03 - green-grid transcription from the reference capture.
stage,3
moves,32
origin,509,184
tile,82

# Traversable cells
object,floor,3,0
object,floor,4,0
object,floor,5,0
object,floor,6,0
object,floor,6,1
object,floor,2,2
object,floor,3,2
object,floor,4,2
object,floor,5,2
object,floor,6,2
object,floor,7,2
object,floor,2,3
object,floor,3,3
object,floor,4,3
object,floor,5,3
object,floor,6,3
object,floor,7,3
object,floor,2,4
object,floor,3,4
object,floor,4,4
object,floor,5,4
object,floor,6,4
object,floor,0,5
object,floor,2,5
object,floor,3,5
object,floor,4,5
object,floor,5,5
object,floor,6,5
object,floor,0,6
object,floor,1,6
object,floor,2,6
object,floor,3,6
object,floor,4,6
object,floor,5,6
object,floor,6,6

object,player,7,2
object,target,3,0
object,target,4,0
object,target,5,0
object,key,0,5
object,lockbox,6,1
object,spike,3,2
object,spike,4,2
object,spike,2,3
object,spike,4,3
object,spike,5,4
object,spike,6,4
object,spike,2,5
object,spike,4,5
object,enemy,4,4
object,enemy,5,6

object,torch,1,4,stage3_left
object,torch,7,0,stage3_right
