# Stage 04 - green-grid transcription from the reference capture.
stage,4
moves,23
origin,510,279
tile,82

# Traversable cells
object,floor,0,0
object,floor,2,0
object,floor,3,0
object,floor,4,0
object,floor,0,1
object,floor,1,1
object,floor,2,1
object,floor,3,1
object,floor,4,1
object,floor,5,1
object,floor,6,1
object,floor,0,2
object,floor,1,2
object,floor,2,2
object,floor,3,2
object,floor,4,2
object,floor,5,2
object,floor,6,2
object,floor,7,2
object,floor,0,3
object,floor,1,3
object,floor,2,3
object,floor,3,3
object,floor,4,3
object,floor,5,3
object,floor,6,3
object,floor,7,3
object,floor,1,4
object,floor,2,4
object,floor,3,4
object,floor,4,4
object,floor,5,4

object,player,0,0
object,target,7,2
object,key,2,0
object,lockbox,5,1
object,spike,2,1
object,spike,3,1
object,stone,4,0,7
object,stone,1,1,6
object,stone,3,1,2
object,stone,0,2,2
object,stone,2,2,5
object,stone,4,2,1
object,stone,5,2,6
object,stone,1,3,7
object,stone,3,3,3
object,stone,5,3,2
object,stone,6,3,10
object,stone,2,4,4
object,stone,4,4,8

object,torch,1,-1,stage4_lit_left
object,torch,5,-1,empty_stage4_left
object,torch,7,-1,empty_stage4_right
object,torch,8,1,stage4_lit_right
