# Stage 02 - green-grid transcription from the reference capture.
stage,2
moves,24
origin,548,230
tile,82

# Traversable cells
object,floor,1,0
object,floor,2,0
object,floor,3,0
object,floor,4,0
object,floor,1,1
object,floor,3,1
object,floor,4,1
object,floor,5,1
object,floor,6,1
object,floor,0,2
object,floor,1,2
object,floor,4,2
object,floor,5,2
object,floor,6,2
object,floor,0,3
object,floor,1,3
object,floor,4,3
object,floor,5,3
object,floor,6,3
object,floor,0,4
object,floor,1,4
object,floor,4,4
object,floor,5,4
object,floor,6,4
object,floor,4,5
object,floor,5,5
object,floor,6,5

object,player,0,4
object,target,4,5
object,enemy,1,1
object,enemy,5,4
object,enemy,6,5
object,spike,1,2
object,spike,3,1
object,spike,4,1
object,spike,4,2
object,spike,5,2
object,spike,5,3
object,stone,4,2,2
object,stone,5,2,4
object,stone,6,2,3

# Fire bowls are decorative and do not participate in collision.
object,torch,0,0,stage2_left
object,torch,5,-1,empty
object,torch,7,3,stage2_right
