# Stage 05 - green-grid transcription from the reference capture.
stage,5
moves,23
origin,594,190
tile,82

# Traversable cells
object,floor,3,0
object,floor,4,0
object,floor,2,1
object,floor,3,1
object,floor,4,1
object,floor,5,1
object,floor,0,2
object,floor,2,2
object,floor,3,2
object,floor,4,2
object,floor,5,2
object,floor,0,3
object,floor,2,3
object,floor,3,3
object,floor,4,3
object,floor,5,3
object,floor,0,4
object,floor,2,4
object,floor,3,4
object,floor,4,4
object,floor,5,4
object,floor,0,5
object,floor,1,5
object,floor,2,5
object,floor,3,5
object,floor,4,5
object,floor,5,5
object,floor,5,6

object,player,0,2
object,target,4,0
object,key,5,6
object,lockbox,3,1
object,enemy,0,4
object,stone,4,1,11
object,stone,4,2,2
object,stone,2,4,6
object,stone,3,4,4
object,stone,4,4,8
object,stone,5,4,1

# Wave spikes alternate state after every valid turn.
object,moving_spike,2,2
object,moving_spike,3,3
object,moving_spike,5,3
object,moving_spike,0,5
object,moving_spike,2,5
object,moving_spike,5,5

object,torch,-1,3,stage5_lit_left
object,torch,1,3,stage5_lit_center
object,torch,6,4,empty_stage5_right
