# Stage 08 - Judgement
stage,8
moves,33
origin,465,335
tile,82

# Traversable cells
object,floor,3,0
object,floor,4,0
object,floor,5,0
object,floor,1,1
object,floor,3,1
object,floor,4,1
object,floor,5,1
object,floor,7,1
object,floor,0,2
object,floor,1,2
object,floor,2,2
object,floor,3,2
object,floor,4,2
object,floor,5,2
object,floor,6,2
object,floor,7,2
object,floor,8,2
object,floor,0,3
object,floor,1,3
object,floor,2,3
object,floor,3,3
object,floor,4,3
object,floor,5,3
object,floor,6,3
object,floor,7,3
object,floor,8,3
object,floor,0,4
object,floor,1,4
object,floor,2,4
object,floor,3,4
object,floor,4,4
object,floor,5,4
object,floor,6,4
object,floor,7,4
object,floor,8,4
object,floor,1,5
object,floor,2,5
object,floor,3,5
object,floor,4,5
object,floor,5,5
object,floor,6,5
object,floor,7,5

object,player,1,5
object,key,8,3
object,lockbox,4,1,goal
object,stone,3,1,3
object,stone,5,1,2
object,stone,1,2,4
object,stone,3,2,1
object,stone,0,3,5
object,stone,3,3,6
object,stone,4,3,7
object,stone,5,3,1
object,stone,1,4,3
object,stone,2,4,4
object,stone,3,4,2
object,stone,6,4,2
object,stone,7,4,6
object,stone,3,5,8
object,stone,6,5,6

object,torch,1,-1,stage8_lit_outer_left
object,torch,6,-1,stage8_lit_outer_right
object,torch,2,0,stage8_lit_inner_left
object,torch,6,0,stage8_lit_inner_right
